;Name;Set;Type;Class;Rarity;Cost;Attack;Health;Abilities;Artist;Text;Quote;Img_link;Subtype
2853;Stargazer Luna;The Boomsday Project;Minion;Mage;Legendary;3;2;4;['Draw cards'];L. Lullabi & K. Turovec;After you play the right-most card in your hand, draw a card.;She's Dr. Boom's right-hand mage.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/51/Stargazer_Luna%2889805%29.png/revision/latest/scale-to-width-down/200?cb=20180802215039;
2854;Starscryer;Ashes of Outland;Minion;Mage;Common;2;3;1;['Deathrattle', 'Put into hand'];Ivan Fomin;Deathrattle: Draw a spell.;Often grieves with the Starsweeper.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/44/Starscryer%28210842%29.png/revision/latest/scale-to-width-down/200?cb=20201007134936;
2855;Starving Buzzard;Basic;Minion;Hunter;;5;3;2;['Draw cards'];Bernie Kang;Whenever you summon a Beast, draw a card.;If you feed him, he loses his whole identity.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/6d/Starving_Buzzard%28101%29.png/revision/latest/scale-to-width-down/200?cb=20200805175134;Beast
2856;Steady Shot;;Hero Power;Hunter;;2;;;['Deal damage'];Glenn Rane;Hero PowerDeal 2 damage to the enemy hero.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/0a/Steady_Shot%28481%29.png/revision/latest/scale-to-width-down/200?cb=20161202175405;
2857;Steam Surger;Journey to Un'Goro;Minion;Mage;Rare;4;5;4;['Battlecry', 'Generate'];Jakub Kasper;Battlecry: If you played an Elemental last turn,add a 'Flame Geyser'to your hand.;Explorers nicknamed him the Teapot Elemental.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/72/Steam_Surger%2855585%29.png/revision/latest/scale-to-width-down/200?cb=20170407144050;Elemental
2858;Steamwheedle Sniper;Goblins vs Gnomes;Minion;Hunter;Epic;2;2;3;['Modify Hero Power'];Jun Kang;Your Hero Power can target minions.;Goblins seldom have the patience for sniping. Most prefer lobbing explosives.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/7e/Steamwheedle_Sniper%2812242%29.png/revision/latest/scale-to-width-down/200?cb=20200805182000;
2859;Steel Beetle;Galakrond's Awakening;Minion;Druid;Rare;2;2;3;['Battlecry', 'Gain Armor'];Anton Zemskov;Battlecry: If you're holding a spell that costs (5) or more, gain 5 Armor.;Steel you can trust—fashioned from the husk of an over-sized creepy-crawly.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/ee/Steel_Beetle%28184987%29.png/revision/latest/scale-to-width-down/200?cb=20201003110727;Beast
2860;Steel Rager;The Boomsday Project;Minion;Neutral;Common;4;5;1;['Rush'];Jim Nelson;Rush;Rage alongside the machine.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a0/Steel_Rager%2889925%29.png/revision/latest/scale-to-width-down/200?cb=20180802213214;Mech
2861;Steeldancer;Scholomance Academy;Minion;Rogue;Epic;4;4;4;['Battlecry', 'Summon'];Gonzalo Ordonez;Battlecry: Summon a random minion with Cost equal to your weapon's Attack.;Pretty powerful if you blade your cards right.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/2c/Steeldancer%28329878%29.png/revision/latest/scale-to-width-down/200?cb=20200911160710;
2862;Stegodon;Journey to Un'Goro;Minion;Neutral;Common;4;2;6;['Taunt'];Jim Nelson;Taunt;Level 40 Tortollan Paladins quest to tame a Stegodon. There are no level 41 Tortollan Paladins.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d9/Stegodon%2855519%29.png/revision/latest/scale-to-width-down/200?cb=20170407191643;Beast
2863;Steward;One Night in Karazhan;Minion;Neutral;;1;1;1;[];Max Grecke;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c9/Steward%2842205%29.png/revision/latest/scale-to-width-down/200?cb=20160809234741;
2864;Steward of Darkshire;Whispers of the Old Gods;Minion;Paladin;Rare;3;3;3;[];Phroilan Gardner;Whenever you summon a 1-Health minion, give it Divine Shield.;Turns out divine shields are way cheaper if you buy in bulk.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d1/Steward_of_Darkshire%2833153%29.png/revision/latest/scale-to-width-down/200?cb=20160426225618;
2865;Steward of Scrolls;Scholomance Academy;Minion;Neutral;Common;5;4;4;['Battlecry', 'Discover', 'Spell Damage'];Ware Lee;Spell Damage +1Battlecry: Discover a spell.;Oh dang it, I spilled ink elemental all over my essay!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/6e/Steward_of_Scrolls%28329957%29.png/revision/latest/scale-to-width-down/200?cb=20200911161022;Elemental
2866;Stiltstepper;Madness at the Darkmoon Faire;Minion;Demon Hunter;Epic;3;4;1;['Battlecry', 'Draw cards', 'Increment attribute'];Arthur Gimaldinov;Battlecry: Draw a card. If you play it this turn, give your hero +4 Attack this turn.;Circus school was tough, sometimes you had to step on people to make it to the top.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/db/Stiltstepper%28378843%29.png/revision/latest/scale-to-width-down/200?cb=20201113112803;
2867;Stitched Tracker;Knights of the Frozen Throne;Minion;Hunter;Common;3;2;2;['Battlecry', 'Copy', 'Discover'];Steve Prescott;Battlecry: Discover a copy of a minion in your deck.;He's just exercising his right to bear arms.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/44/Stitched_Tracker%2862854%29.png/revision/latest/scale-to-width-down/200?cb=20200805181204;
2868;Stolen Goods;Mean Streets of Gadgetzan;Spell;Warrior;Rare;2;;;['Increment attribute'];Mark Gibbons;Give a random Taunt minion in your hand +3/+3.;It fell off a kodo, I promise!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/bc/Stolen_Goods%2849661%29.png/revision/latest/scale-to-width-down/200?cb=20161202180329;
2869;Stolen Steel;Rastakhan's Rumble;Spell;Rogue;Common;2;;;['Discover'];L. Lullabi & K. Turovec;Discover a weapon (from another class).;Because Thrall wouldn't lend me Doomhammer.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/8b/Stolen_Steel%2890294%29.png/revision/latest/scale-to-width-down/200?cb=20181130123916;
2870;Stone Elemental;Journey to Un'Goro;Minion;Shaman;;1;1;1;[];Zoltan Boros;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/4e/Stone_Elemental%2855597%29.png/revision/latest/scale-to-width-down/200?cb=20170406161341;Elemental
2871;Stone Golem (Anraphet's Core);Saviors of Uldum;Minion;Warrior;;3;4;3;[];Denis Rootski;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/7a/Stone_Golem%2890770%29.png/revision/latest/scale-to-width-down/200?cb=20191105171849;
2872;Stone Sentinel;Journey to Un'Goro;Minion;Shaman;Epic;7;4;4;['Battlecry', 'Summon'];Rudy Siswanto;Battlecry: If you played an Elemental last turn, summon two 2/3 Elementals with Taunt.;He and his friends just want to rock out.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/8d/Stone_Sentinel%2855467%29.png/revision/latest/scale-to-width-down/200?cb=20170407161307;Elemental
2873;Stoneclaw Totem;Basic;Minion;Shaman;;1;0;2;['Taunt'];Dan Scott;Taunt;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d2/Stoneclaw_Totem%28298%29.png/revision/latest/scale-to-width-down/200?cb=20150617010223;Totem
2874;Stonehill Defender;Journey to Un'Goro;Minion;Neutral;Rare;3;1;4;['Battlecry', 'Discover', 'Taunt'];Mark Gibbons;TauntBattlecry: Discover a Taunt minion.;"Briefly tried stand-up comedy under the name ""Stonehill Offender"", but turtles are just too thin-skinned.";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/9b/Stonehill_Defender%2855529%29.png/revision/latest/scale-to-width-down/200?cb=20170407184530;
2875;Stoneskin Basilisk;Kobolds and Catacombs;Minion;Neutral;Common;3;1;1;['Divine Shield', 'Poisonous'];Julian Del Rey;Divine ShieldPoisonous;He got that way from looking into a mirror.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/7e/Stoneskin_Basilisk%2877021%29.png/revision/latest/scale-to-width-down/200?cb=20171208204932;Beast
2876;Stoneskin Gargoyle;Naxxramas;Minion;Neutral;Common;3;1;4;['Restore Health'];Matt Smith;At the start of your turn, restore this minion to full Health.;Stoneskin Gargoyles love freeze tag.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/01/Stoneskin_Gargoyle%287750%29.png/revision/latest/scale-to-width-down/200?cb=20160324163438;
2877;Stonesplinter Trogg;Goblins vs Gnomes;Minion;Neutral;Common;2;2;3;['Increment attribute'];Peet Cooper;Whenever your opponent casts a spell, gain +1 Attack.;The only thing worse than smelling troggs is listening to their poetry.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/dd/Stonesplinter_Trogg%2812266%29.png/revision/latest/scale-to-width-down/200?cb=20160324173325;
2878;Stonetusk Boar;Basic;Minion;Neutral;;1;1;1;['Charge'];Howard Lyon;Charge;This card is boaring.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c8/Stonetusk_Boar%2876%29.png/revision/latest/scale-to-width-down/200?cb=20160323204104;Beast
2879;Storm Chaser;The Boomsday Project;Minion;Shaman;Rare;4;3;4;['Battlecry', 'Put into hand'];Luca Zontini;Battlecry: Draw a spell from your deck that costs (5) or more.;Best drank after a stiff gale.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/1/1e/Storm_Chaser%2889874%29.png/revision/latest/scale-to-width-down/200?cb=20180802222834;Elemental
2880;Storm Drake;Descent of Dragons;Minion;Shaman;;4;4;4;['Rush'];Anton Zemskov;Rush;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/db/Storm_Drake%28151483%29.png/revision/latest/scale-to-width-down/200?cb=20191206170906;Dragon
2881;Storm Egg;Descent of Dragons;Minion;Shaman;;1;0;3;['Transform'];Dmitry Bolotov;At the start of your turn, transform into a 4/4 Storm Drake with Rush.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/66/Storm_Egg%28151435%29.png/revision/latest/scale-to-width-down/200?cb=20191206170709;
2882;Storm's Wrath;Descent of Dragons;Spell;Shaman;Rare;1;;;['Increment attribute', 'Overload'];Zoltan Boros;Give your minions +1/+1.Overload: (1);How many dragons does it take to destroy a hot air balloon? One, two, three, CRUNCH!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/68/Storm%27s_Wrath%28151407%29.png/revision/latest/scale-to-width-down/200?cb=20191206170126;
2883;Stormblocker;Galakrond's Awakening;Minion;Shaman;;5;5;6;['Taunt'];Eugene Dlinnov;Taunt;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c8/Stormblocker%28184988%29.png/revision/latest/scale-to-width-down/200?cb=20200122191331;Elemental
2884;Stormcrack;Whispers of the Old Gods;Spell;Shaman;Common;2;;;['Deal damage', 'Overload'];Mauricio Herrera;Deal 4 damage to a minion. Overload: (1);WARNING: DO NOT TOUCH THE PURPLE BALL OF LIGHTNING;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/f/fc/Stormcrack%2835227%29.png/revision/latest/scale-to-width-down/200?cb=20160426224105;
2885;Stormforged Axe;Classic;Weapon;Shaman;Common;2;2;;['Overload'];Nathan Bowden;Overload: (1);Yo, that's a nice axe.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/47/Stormforged_Axe%28152%29.png/revision/latest/scale-to-width-down/200?cb=20200805172531;
2886;Stormhammer;Descent of Dragons;Weapon;Hunter;Epic;3;3;;['Immune'];Jason Kang;Doesn't lose Durability while you control a Dragon.;It brings the storm before the calm.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/56/Stormhammer%28151367%29.png/revision/latest/scale-to-width-down/200?cb=20200805171702;
2887;Stormpike Commando;Basic;Minion;Neutral;;5;4;2;['Battlecry', 'Deal damage'];Kev Walker;Battlecry: Deal 2 damage.;The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b7/Stormpike_Commando%28325%29.png/revision/latest/scale-to-width-down/200?cb=20160323203944;
2888;Stormstrike;Madness at the Darkmoon Faire;Spell;Shaman;Common;3;;;['Deal damage', 'Increment attribute'];Jim Nelson;Deal 3 damage to a minion. Give your hero +3 Attack this turn.;When your phone is at 5%.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/7b/Stormstrike%28389007%29.png/revision/latest/scale-to-width-down/200?cb=20201113112807;
2889;Stormwatcher;Journey to Un'Goro;Minion;Neutral;Common;7;4;8;['Windfury'];Arthur Gimaldinov;Windfury;Aspiring meteorologist!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e3/Stormwatcher%2855562%29.png/revision/latest/scale-to-width-down/200?cb=20170407192126;Elemental
2890;Stormwind Champion;Basic;Minion;Neutral;;7;6;6;['Increment attribute'];Doug Alexander;Your other minions have +1/+1.;When Deathwing assaulted the capital, this soldier was the only member of his squad to survive. Now he's all bitter and stuff.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/27/Stormwind_Champion%28310%29.png/revision/latest/scale-to-width-down/200?cb=20160323204515;
2891;Stormwind Knight;Basic;Minion;Neutral;;4;2;5;['Charge'];Ladronn;Charge;"They're still embarrassed about ""The Deathwing Incident"".";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/f/f0/Stormwind_Knight%28603%29.png/revision/latest/scale-to-width-down/200?cb=20160323203837;
2892;Stowaway;Descent of Dragons;Minion;Rogue;Rare;5;4;4;['Battlecry', 'Put into hand'];Jakub Kasper;Battlecry: If there are cards in your deck that didn’t start there, draw 2 of them.;Cut him a break. Even economy class tickets are pretty expensive these days.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/9c/Stowaway%28151363%29.png/revision/latest/scale-to-width-down/200?cb=20191206163632;
2893;Stranglethorn Tiger;Classic;Minion;Neutral;Common;5;5;5;['Stealth'];Alex Horley Orlandelli;Stealth;The wonderful thing about tigers is tigers are wonderful things!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/96/Stranglethorn_Tiger%28338%29.png/revision/latest/scale-to-width-down/200?cb=20160323213247;Beast
2894;Street Trickster;Mean Streets of Gadgetzan;Minion;Neutral;Common;3;0;7;['Spell Damage'];Daria Tuzova;Spell Damage +1;His first trick: making your wallet disappear!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/77/Street_Trickster%2849761%29.png/revision/latest/scale-to-width-down/200?cb=20161202172332;Demon
2895;Streetwise Investigator;Mean Streets of Gadgetzan;Minion;Neutral;Common;5;4;6;['Battlecry'];Adam Byrne;Battlecry: Enemy minions lose Stealth.;"""Hmmmm… Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/29/Streetwise_Investigator%2849757%29.png/revision/latest/scale-to-width-down/200?cb=20161202173000;
2896;Strength in Numbers;Descent of Dragons;Spell;Druid;Common;1;;;['Put into battlefield', 'Sidequest'];Luke Mancini;Sidequest: Spend 10 Mana on minions.Reward: Summon a minion from your deck.;One minion, two minions... tree minions!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/51/Strength_in_Numbers%28151410%29.png/revision/latest/scale-to-width-down/200?cb=20191206130443;
2897;Strongman;Madness at the Darkmoon Faire;Minion;Neutral;Common;7;6;6;['Corrupt', 'Taunt'];Peter Stapleton;TauntCorrupt: This costs (0).;Sure, it looks impressive until you realize it's a barrel of helium.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c2/Strongman%28388965%29.png/revision/latest/scale-to-width-down/200?cb=20201113112317;
2898;Strongman (Corrupted);Madness at the Darkmoon Faire;Minion;Neutral;Common;0;6;6;['Corrupted', 'Taunt'];Peter Stapleton;CorruptedTaunt;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a6/Strongman%28388966%29.png/revision/latest/scale-to-width-down/200?cb=20201117192250;
2899;Strongshell Scavenger;Knights of the Frozen Throne;Minion;Druid;Rare;4;2;3;['Battlecry', 'Increment attribute'];Konstantin Turovec;Battlecry: Give your Taunt minions +2/+2.;"It isn't ""grave robbing"" when there's no grave. It's just scavenging…";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/01/Strongshell_Scavenger%2862936%29.png/revision/latest/scale-to-width-down/200?cb=20170809020457;
2900;Stubborn Gastropod;Journey to Un'Goro;Minion;Neutral;Common;2;1;2;['Destroy', 'Poisonous', 'Taunt'];Aaron Miller;TauntPoisonous;Stubbornly pursuing its dream to become Azeroth's fastest animal!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/dd/Stubborn_Gastropod%2855532%29.png/revision/latest/scale-to-width-down/200?cb=20170407190504;Beast
2901;Subdue;Saviors of Uldum;Spell;Paladin;Common;2;;;['Set attribute'];Steven Prescott;Set a minion's Attack and Health to 1.;Like humility but more humiliating.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/0c/Subdue%2890823%29.png/revision/latest/scale-to-width-down/200?cb=20191105175719;
2902;Subject 9;The Boomsday Project;Minion;Neutral;Legendary;5;4;4;['Battlecry', 'Put into hand'];Dany Orizio;Battlecry: Draw 5 different Secrets from your deck.;The original clever girl.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/96/Subject_9%2889889%29.png/revision/latest/scale-to-width-down/200?cb=20180802212222;Beast
